Number,Date-Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Velocity(m/sec)
550,03.05.2024 07:00:00,"10,96","2,04","2,80","1452,75"
551,03.05.2024 09:00:00,"12,08","2,05","2,90","1457,04"
552,03.05.2024 11:00:00,"17,78","2,33","3,76","1477,33"
553,03.05.2024 13:00:00,"23,20","2,72","4,88","1494,31"
554,03.05.2024 15:00:00,"24,63","2,62","4,86","1498,18"
555,03.05.2024 17:00:00,"23,61","2,40","4,38","1495,11"
556,03.05.2024 19:00:00,"19,92","2,09","3,55","1483,86"
557,03.05.2024 21:00:00,"17,57","1,85","3,01","1476,09"
558,03.05.2024 23:00:00,"15,73","1,62","2,54","1469,61"
559,04.05.2024 01:00:00,"14,56","1,43","2,20","1465,32"
560,04.05.2024 03:00:00,"13,75","1,35","2,04","1462,34"
561,04.05.2024 05:00:00,"13,00","1,31","1,95","1459,56"
562,04.05.2024 07:00:00,"12,72","1,32","1,95","1458,52"
563,04.05.2024 09:00:00,"13,78","1,42","2,13","1462,53"
564,04.05.2024 11:00:00,"17,06","1,59","2,58","1474,09"
565,04.05.2024 13:00:00,"21,54","1,77","3,15","1488,41"
566,04.05.2024 15:00:00,"23,67","1,40","2,63","1494,18"
567,04.05.2024 17:00:00,"22,44","1,03","1,91","1490,25"
568,04.05.2024 19:00:00,"19,21","0,58","1,03","1479,91"
569,04.05.2024 21:00:00,"17,03","0,48","0,82","1472,70"
570,04.05.2024 23:00:00,"15,66","0,53","0,88","1468,12"
571,05.05.2024 01:00:00,"14,78","0,52","0,85","1465,01"
572,05.05.2024 03:00:00,"14,03","0,53","0,85","1462,37"
573,05.05.2024 05:00:00,"13,32","0,54","0,85","1459,78"
574,05.05.2024 07:00:00,"12,91","0,49","0,76","1458,21"
575,05.05.2024 09:00:00,"13,35","0,40","0,63","1459,73"
576,05.05.2024 11:00:00,"17,54","0,47","0,82","1474,39"
577,05.05.2024 13:00:00,"18,70","0,32","0,57","1478,00"
578,05.05.2024 15:00:00,"17,18","0,13","0,24","1472,80"
579,05.05.2024 17:00:00,"15,36","0,16","0,27","1466,62"
580,05.05.2024 19:00:00,"13,75","0,18","0,30","1460,94"
581,05.05.2024 21:00:00,"12,50","0,19","0,30","1456,33"
582,05.05.2024 23:00:00,"11,77","0,23","0,36","1453,62"
583,06.05.2024 01:00:00,"11,25","0,32","0,48","1451,77"
584,06.05.2024 03:00:00,"11,09","0,43","0,63","1451,28"
585,06.05.2024 05:00:00,"10,83","0,43","0,63","1450,28"
586,06.05.2024 07:00:00,"10,77","0,41","0,60","1450,00"
587,06.05.2024 09:00:00,"11,67","0,42","0,63","1453,49"
588,06.05.2024 11:00:00,"12,88","0,39","0,60","1457,97"
589,06.05.2024 13:00:00,"14,56","0,39","0,63","1464,08"
590,06.05.2024 15:00:00,"14,62","0,31","0,51","1464,21"
591,06.05.2024 17:00:00,"15,08","0,23","0,39","1465,74"
592,06.05.2024 19:00:00,"14,16","0,20","0,33","1462,42"
593,06.05.2024 21:00:00,"12,66","0,21","0,33","1456,94"
594,06.05.2024 23:00:00,"11,77","0,23","0,36","1453,62"
595,07.05.2024 01:00:00,"11,19","0,24","0,36","1451,42"
596,07.05.2024 03:00:00,"10,73","0,22","0,33","1449,64"
597,07.05.2024 05:00:00,"10,34","0,22","0,33","1448,11"
598,07.05.2024 07:00:00,"10,15","0,22","0,33","1447,34"
599,07.05.2024 09:00:00,"11,15","0,24","0,36","1451,29"
600,07.05.2024 11:00:00,"16,88","0,24","0,42","1471,91"
601,07.05.2024 13:00:00,"21,74","0,18","0,36","1487,25"
602,07.05.2024 15:00:00,"23,46","0,18","0,36","1492,26"
603,07.05.2024 17:00:00,"22,94","0,26","0,51","1490,84"
604,07.05.2024 19:00:00,"18,85","0,18","0,33","1478,32"
605,07.05.2024 21:00:00,"16,45","0,15","0,27","1470,38"
606,07.05.2024 23:00:00,"14,71","0,14","0,24","1464,33"
607,08.05.2024 01:00:00,"13,41","0,15","0,24","1459,65"
608,08.05.2024 03:00:00,"12,56","0,13","0,21","1456,49"
609,08.05.2024 05:00:00,"11,86","0,13","0,21","1453,86"
610,08.05.2024 07:00:00,"11,44","0,13","0,21","1452,28"
611,08.05.2024 09:00:00,"12,91","0,13","0,21","1457,78"
612,08.05.2024 11:00:00,"16,45","0,15","0,27","1470,38"
613,08.05.2024 13:00:00,"15,51","0,14","0,24","1467,13"
614,08.05.2024 15:00:00,"12,40","0,01","0,00","1455,75"
615,08.05.2024 17:00:00,"9,82","0,01","0,00","1445,77"
616,08.05.2024 19:00:00,"11,06","0,01","0,00","1450,64"
617,08.05.2024 21:00:00,"12,21","0,01","0,00","1455,04"
618,08.05.2024 23:00:00,"12,94","0,01","0,00","1457,75"
619,09.05.2024 01:00:00,"13,41","0,01","0,00","1459,48"
620,09.05.2024 03:00:00,"13,69","0,01","0,00","1460,50"
621,09.05.2024 05:00:00,"13,91","0,01","0,00","1461,29"
622,09.05.2024 07:00:00,"14,06","0,01","0,00","1461,85"
623,09.05.2024 09:00:00,"14,19","0,01","0,00","1462,30"
624,09.05.2024 11:00:00,"14,25","0,01","0,00","1462,52"
625,09.05.2024 13:00:00,"14,25","0,01","0,00","1462,52"
626,09.05.2024 15:00:00,"14,28","0,01","0,00","1462,63"
627,09.05.2024 17:00:00,"14,37","0,01","0,00","1462,96"
628,09.05.2024 19:00:00,"14,78","0,01","0,00","1464,39"
629,09.05.2024 21:00:00,"14,93","0,01","0,00","1464,93"
630,09.05.2024 23:00:00,"15,05","0,01","0,00","1465,37"
631,10.05.2024 01:00:00,"15,05","0,01","0,00","1465,37"
632,10.05.2024 03:00:00,"15,05","0,01","0,00","1465,37"
633,10.05.2024 05:00:00,"15,08","0,01","0,00","1465,47"
634,10.05.2024 07:00:00,"15,18","0,01","0,00","1465,80"
635,10.05.2024 09:00:00,"15,27","0,01","0,00","1466,12"
636,10.05.2024 11:00:00,"15,21","0,01","0,00","1465,91"
637,10.05.2024 13:00:00,"15,18","0,01","0,00","1465,80"
638,10.05.2024 15:00:00,"15,14","0,01","0,00","1465,69"
639,10.05.2024 17:00:00,"15,14","0,01","0,00","1465,69"
640,10.05.2024 19:00:00,"15,11","0,01","0,00","1465,58"
641,10.05.2024 21:00:00,"15,14","0,01","0,00","1465,69"
642,10.05.2024 23:00:00,"15,14","0,01","0,00","1465,69"
643,11.05.2024 01:00:00,"15,24","0,01","0,00","1466,01"
644,11.05.2024 03:00:00,"15,30","0,01","0,00","1466,23"
645,11.05.2024 05:00:00,"15,36","0,01","0,00","1466,44"
646,11.05.2024 07:00:00,"15,39","0,01","0,00","1466,55"
647,11.05.2024 09:00:00,"15,36","0,01","0,00","1466,44"
648,11.05.2024 11:00:00,"15,30","0,01","0,00","1466,23"
649,11.05.2024 13:00:00,"15,30","0,01","0,00","1466,23"
650,11.05.2024 15:00:00,"15,33","0,01","0,00","1466,33"
651,11.05.2024 17:00:00,"15,39","0,01","0,00","1466,55"
652,11.05.2024 19:00:00,"15,39","0,01","0,00","1466,55"
653,11.05.2024 21:00:00,"15,27","0,01","0,00","1466,12"
654,11.05.2024 23:00:00,"15,18","0,01","0,00","1465,80"
655,12.05.2024 01:00:00,"15,21","0,01","0,00","1465,91"
656,12.05.2024 03:00:00,"15,30","0,01","0,00","1466,23"
657,12.05.2024 05:00:00,"15,39","0,01","0,00","1466,55"
658,12.05.2024 07:00:00,"15,42","0,01","0,00","1466,65"
659,12.05.2024 09:00:00,"15,45","0,01","0,00","1466,76"
660,12.05.2024 11:00:00,"15,42","0,01","0,00","1466,65"
661,12.05.2024 13:00:00,"15,48","0,01","0,00","1466,87"
662,12.05.2024 15:00:00,"15,48","0,01","0,00","1466,87"
663,12.05.2024 17:00:00,"15,45","0,01","0,00","1466,76"
664,12.05.2024 19:00:00,"15,45","0,01","0,00","1466,76"
665,12.05.2024 21:00:00,"15,42","0,01","0,00","1466,65"
666,12.05.2024 23:00:00,"15,39","0,01","0,00","1466,55"
667,13.05.2024 01:00:00,"15,36","0,01","0,00","1466,44"
668,13.05.2024 03:00:00,"15,33","0,01","0,00","1466,33"
669,13.05.2024 05:00:00,"15,27","0,01","0,00","1466,12"
670,13.05.2024 07:00:00,"15,24","0,01","0,00","1466,01"
671,13.05.2024 09:00:00,"15,24","0,01","0,00","1466,01"
672,13.05.2024 11:00:00,"15,24","0,01","0,00","1466,01"
673,13.05.2024 13:00:00,"15,14","0,01","0,00","1465,69"
674,13.05.2024 15:00:00,"15,18","0,01","0,00","1465,80"
675,13.05.2024 17:00:00,"15,33","0,01","0,00","1466,33"
676,13.05.2024 19:00:00,"15,36","0,01","0,00","1466,44"
677,13.05.2024 21:00:00,"15,39","0,01","0,00","1466,55"
678,13.05.2024 23:00:00,"15,42","0,01","0,00","1466,65"
679,14.05.2024 01:00:00,"15,42","0,01","0,00","1466,65"
680,14.05.2024 03:00:00,"15,39","0,01","0,00","1466,55"
681,14.05.2024 05:00:00,"15,36","0,01","0,00","1466,44"
682,14.05.2024 07:00:00,"15,33","0,01","0,00","1466,33"
683,14.05.2024 09:00:00,"15,36","0,01","0,00","1466,44"
684,14.05.2024 11:00:00,"15,36","0,01","0,00","1466,44"
685,14.05.2024 13:00:00,"15,36","0,01","0,00","1466,44"
686,14.05.2024 15:00:00,"15,45","0,01","0,00","1466,76"
687,14.05.2024 17:00:00,"15,57","0,01","0,00","1467,19"
688,14.05.2024 19:00:00,"15,66","0,01","0,00","1467,50"
689,14.05.2024 21:00:00,"15,69","0,01","0,00","1467,61"
690,14.05.2024 23:00:00,"15,73","0,01","0,00","1467,71"
691,15.05.2024 01:00:00,"15,73","0,01","0,00","1467,71"
692,15.05.2024 03:00:00,"15,73","0,01","0,00","1467,71"
693,15.05.2024 05:00:00,"15,69","0,01","0,00","1467,61"
694,15.05.2024 07:00:00,"15,66","0,01","0,00","1467,50"
695,15.05.2024 09:00:00,"15,69","0,01","0,00","1467,61"
696,15.05.2024 11:00:00,"15,69","0,01","0,00","1467,61"
697,15.05.2024 13:00:00,"15,69","0,01","0,00","1467,61"
698,15.05.2024 15:00:00,"15,73","0,01","0,00","1467,71"
699,15.05.2024 17:00:00,"15,73","0,01","0,00","1467,71"
700,15.05.2024 19:00:00,"15,79","0,01","0,00","1467,92"
701,15.05.2024 21:00:00,"15,82","0,01","0,00","1468,03"
702,15.05.2024 23:00:00,"15,82","0,01","0,00","1468,03"
703,16.05.2024 01:00:00,"15,85","0,01","0,00","1468,13"
704,16.05.2024 03:00:00,"15,85","0,01","0,00","1468,13"
705,16.05.2024 05:00:00,"15,88","0,01","0,00","1468,24"
706,16.05.2024 07:00:00,"15,85","0,01","0,00","1468,13"
707,16.05.2024 09:00:00,"15,85","0,01","0,00","1468,13"
708,16.05.2024 11:00:00,"15,85","0,01","0,00","1468,13"
709,16.05.2024 13:00:00,"15,88","0,01","0,00","1468,24"
710,16.05.2024 15:00:00,"15,88","0,01","0,00","1468,24"
711,16.05.2024 17:00:00,"15,88","0,01","0,00","1468,24"
712,16.05.2024 19:00:00,"15,91","0,01","0,00","1468,34"
713,16.05.2024 21:00:00,"15,94","0,01","0,00","1468,45"
714,16.05.2024 23:00:00,"16,00","0,01","0,00","1468,66"
715,17.05.2024 01:00:00,"16,00","0,01","0,00","1468,66"
716,17.05.2024 03:00:00,"16,03","0,01","0,00","1468,76"
717,17.05.2024 05:00:00,"16,03","0,01","0,00","1468,76"
718,17.05.2024 07:00:00,"16,03","0,01","0,00","1468,76"
719,17.05.2024 09:00:00,"16,00","0,01","0,00","1468,66"
720,17.05.2024 11:00:00,"15,97","0,01","0,00","1468,55"
721,17.05.2024 13:00:00,"16,00","0,01","0,00","1468,66"
722,17.05.2024 15:00:00,"16,03","0,01","0,00","1468,76"
723,17.05.2024 17:00:00,"16,06","0,01","0,00","1468,87"
724,17.05.2024 19:00:00,"16,06","0,01","0,00","1468,87"
725,17.05.2024 21:00:00,"16,09","0,01","0,00","1468,97"
726,17.05.2024 23:00:00,"16,15","0,01","0,00","1469,18"
727,18.05.2024 01:00:00,"16,18","0,01","0,00","1469,28"
728,18.05.2024 03:00:00,"16,21","0,01","0,00","1469,39"
729,18.05.2024 05:00:00,"16,21","0,01","0,00","1469,39"
730,18.05.2024 07:00:00,"16,24","0,01","0,00","1469,49"
731,18.05.2024 09:00:00,"16,24","0,01","0,00","1469,49"
732,18.05.2024 11:00:00,"16,21","0,01","0,00","1469,39"
733,18.05.2024 13:00:00,"16,21","0,01","0,00","1469,39"
734,18.05.2024 15:00:00,"16,27","0,01","0,00","1469,59"
735,18.05.2024 17:00:00,"16,30","0,01","0,00","1469,70"
736,18.05.2024 19:00:00,"16,30","0,01","0,00","1469,70"
737,18.05.2024 21:00:00,"16,30","0,01","0,00","1469,70"
738,18.05.2024 23:00:00,"16,30","0,01","0,00","1469,70"
739,19.05.2024 01:00:00,"16,36","0,01","0,00","1469,90"
740,19.05.2024 03:00:00,"16,36","0,01","0,00","1469,90"
741,19.05.2024 05:00:00,"16,36","0,01","0,00","1469,90"
742,19.05.2024 07:00:00,"16,33","0,01","0,00","1469,80"
743,19.05.2024 09:00:00,"16,33","0,01","0,00","1469,80"
744,19.05.2024 11:00:00,"16,33","0,01","0,00","1469,80"
745,19.05.2024 13:00:00,"16,30","0,01","0,00","1469,70"
746,19.05.2024 15:00:00,"16,30","0,01","0,00","1469,70"
747,19.05.2024 17:00:00,"16,30","0,01","0,00","1469,70"
748,19.05.2024 19:00:00,"16,33","0,01","0,00","1469,80"
749,19.05.2024 21:00:00,"16,30","0,01","0,00","1469,70"
750,19.05.2024 23:00:00,"16,27","0,01","0,00","1469,59"
751,20.05.2024 01:00:00,"16,27","0,01","0,00","1469,59"
752,20.05.2024 03:00:00,"16,27","0,01","0,00","1469,59"
753,20.05.2024 05:00:00,"16,27","0,01","0,00","1469,59"
754,20.05.2024 07:00:00,"16,21","0,01","0,00","1469,39"
755,20.05.2024 09:00:00,"16,18","0,01","0,00","1469,28"
756,20.05.2024 11:00:00,"16,18","0,01","0,00","1469,28"
757,20.05.2024 13:00:00,"16,18","0,01","0,00","1469,28"
758,20.05.2024 15:00:00,"16,18","0,01","0,00","1469,28"
759,20.05.2024 17:00:00,"16,18","0,01","0,00","1469,28"
760,20.05.2024 19:00:00,"16,21","0,01","0,00","1469,39"
761,20.05.2024 21:00:00,"16,24","0,01","0,00","1469,49"
762,20.05.2024 23:00:00,"16,24","0,01","0,00","1469,49"
763,21.05.2024 01:00:00,"16,21","0,01","0,00","1469,39"
764,21.05.2024 03:00:00,"16,24","0,01","0,00","1469,49"
765,21.05.2024 05:00:00,"16,24","0,01","0,00","1469,49"
766,21.05.2024 07:00:00,"16,24","0,01","0,00","1469,49"
767,21.05.2024 09:00:00,"16,21","0,01","0,00","1469,39"
768,21.05.2024 11:00:00,"16,21","0,01","0,00","1469,39"
769,21.05.2024 13:00:00,"16,24","0,01","0,00","1469,49"
770,21.05.2024 15:00:00,"16,24","0,01","0,00","1469,49"
771,21.05.2024 17:00:00,"16,24","0,01","0,00","1469,49"
772,21.05.2024 19:00:00,"16,27","0,01","0,00","1469,59"
773,21.05.2024 21:00:00,"16,30","0,01","0,00","1469,70"
774,21.05.2024 23:00:00,"16,33","0,01","0,00","1469,80"
775,22.05.2024 01:00:00,"16,33","0,01","0,00","1469,80"
776,22.05.2024 03:00:00,"16,33","0,01","0,00","1469,80"
777,22.05.2024 05:00:00,"16,36","0,01","0,00","1469,90"
778,22.05.2024 07:00:00,"16,39","0,01","0,00","1470,01"
779,22.05.2024 09:00:00,"16,39","0,01","0,00","1470,01"
780,22.05.2024 11:00:00,"16,39","0,01","0,00","1470,01"
781,22.05.2024 13:00:00,"16,39","0,01","0,00","1470,01"
782,22.05.2024 15:00:00,"16,42","0,01","0,00","1470,11"
783,22.05.2024 17:00:00,"16,45","0,01","0,00","1470,21"
784,22.05.2024 19:00:00,"16,45","0,01","0,00","1470,21"
785,22.05.2024 21:00:00,"16,48","0,01","0,00","1470,32"
786,22.05.2024 23:00:00,"16,52","0,01","0,00","1470,42"
787,23.05.2024 01:00:00,"16,55","0,01","0,00","1470,52"
788,23.05.2024 03:00:00,"16,55","0,01","0,00","1470,52"
789,23.05.2024 05:00:00,"16,58","0,01","0,00","1470,62"
790,23.05.2024 07:00:00,"16,61","0,01","0,00","1470,73"
791,23.05.2024 09:00:00,"16,67","0,01","0,00","1470,93"
792,23.05.2024 11:00:00,"16,70","0,01","0,00","1471,03"
793,23.05.2024 13:00:00,"16,70","0,01","0,00","1471,03"
794,23.05.2024 15:00:00,"16,73","0,01","0,00","1471,14"
795,23.05.2024 17:00:00,"16,79","0,01","0,00","1471,34"
796,23.05.2024 19:00:00,"16,82","0,01","0,00","1471,44"
797,23.05.2024 21:00:00,"16,82","0,01","0,00","1471,44"
798,23.05.2024 23:00:00,"16,82","0,01","0,00","1471,44"
799,24.05.2024 01:00:00,"16,88","0,01","0,00","1471,64"
800,24.05.2024 03:00:00,"16,91","0,01","0,00","1471,75"
801,24.05.2024 05:00:00,"16,94","0,01","0,00","1471,85"
802,24.05.2024 07:00:00,"16,94","0,01","0,00","1471,85"
803,24.05.2024 09:00:00,"17,00","0,01","0,00","1472,05"
804,24.05.2024 11:00:00,"17,03","0,01","0,00","1472,15"
805,24.05.2024 13:00:00,"17,03","0,01","0,00","1472,15"
806,24.05.2024 15:00:00,"17,06","0,01","0,00","1472,25"
807,24.05.2024 17:00:00,"17,09","0,01","0,00","1472,35"
808,24.05.2024 19:00:00,"17,12","0,01","0,00","1472,45"
809,24.05.2024 21:00:00,"17,15","0,01","0,00","1472,55"
810,24.05.2024 23:00:00,"17,15","0,01","0,00","1472,55"
811,25.05.2024 01:00:00,"17,12","0,01","0,00","1472,45"
812,25.05.2024 03:00:00,"17,12","0,01","0,00","1472,45"
813,25.05.2024 05:00:00,"17,09","0,01","0,00","1472,35"
814,25.05.2024 07:00:00,"17,09","0,01","0,00","1472,35"
815,25.05.2024 09:00:00,"17,06","0,01","0,00","1472,25"
816,25.05.2024 11:00:00,"17,06","0,01","0,00","1472,25"
817,25.05.2024 13:00:00,"17,09","0,01","0,00","1472,35"
818,25.05.2024 15:00:00,"17,12","0,01","0,00","1472,45"
819,25.05.2024 17:00:00,"17,27","0,01","0,00","1472,95"
820,25.05.2024 19:00:00,"17,33","0,01","0,00","1473,15"
821,25.05.2024 21:00:00,"17,33","0,01","0,00","1473,15"
822,25.05.2024 23:00:00,"17,30","0,01","0,00","1473,05"
823,26.05.2024 01:00:00,"17,27","0,01","0,00","1472,95"
824,26.05.2024 03:00:00,"17,24","0,01","0,00","1472,85"
825,26.05.2024 05:00:00,"17,24","0,01","0,00","1472,85"
826,26.05.2024 07:00:00,"17,24","0,01","0,00","1472,85"
827,26.05.2024 09:00:00,"17,24","0,01","0,00","1472,85"
828,26.05.2024 11:00:00,"17,27","0,01","0,00","1472,95"
829,26.05.2024 13:00:00,"17,33","0,01","0,00","1473,15"
830,26.05.2024 15:00:00,"17,42","0,01","0,00","1473,45"
831,26.05.2024 17:00:00,"17,57","0,01","0,00","1473,95"
832,26.05.2024 19:00:00,"17,63","0,01","0,00","1474,15"
833,26.05.2024 21:00:00,"17,63","0,01","0,00","1474,15"
834,26.05.2024 23:00:00,"17,63","0,01","0,00","1474,15"
835,27.05.2024 01:00:00,"17,66","0,01","0,00","1474,25"
836,27.05.2024 03:00:00,"17,63","0,01","0,00","1474,15"
837,27.05.2024 05:00:00,"17,57","0,01","0,00","1473,95"
838,27.05.2024 07:00:00,"17,51","0,01","0,00","1473,75"
839,27.05.2024 09:00:00,"17,45","0,01","0,00","1473,55"
840,27.05.2024 11:00:00,"17,42","0,01","0,00","1473,45"
841,27.05.2024 13:00:00,"17,45","0,01","0,00","1473,55"
842,27.05.2024 15:00:00,"17,45","0,01","0,00","1473,55"
843,27.05.2024 17:00:00,"17,42","0,01","0,00","1473,45"
844,27.05.2024 19:00:00,"17,42","0,01","0,00","1473,45"
845,27.05.2024 21:00:00,"17,36","0,01","0,00","1473,25"
846,27.05.2024 23:00:00,"17,30","0,01","0,00","1473,05"
847,28.05.2024 01:00:00,"17,27","0,01","0,00","1472,95"
848,28.05.2024 03:00:00,"17,24","0,01","0,00","1472,85"
849,28.05.2024 05:00:00,"17,21","0,01","0,00","1472,75"
850,28.05.2024 07:00:00,"17,15","0,01","0,00","1472,55"
851,28.05.2024 09:00:00,"17,09","0,01","0,00","1472,35"
852,28.05.2024 11:00:00,"17,06","0,01","0,00","1472,25"
853,28.05.2024 13:00:00,"17,06","0,01","0,00","1472,25"
854,28.05.2024 15:00:00,"17,06","0,01","0,00","1472,25"
855,28.05.2024 17:00:00,"17,03","0,01","0,00","1472,15"
856,28.05.2024 19:00:00,"17,06","0,01","0,00","1472,25"
857,28.05.2024 21:00:00,"17,09","0,01","0,00","1472,35"
858,28.05.2024 23:00:00,"17,09","0,01","0,00","1472,35"
859,29.05.2024 01:00:00,"17,09","0,01","0,00","1472,35"
860,29.05.2024 03:00:00,"17,09","0,01","0,00","1472,35"
861,29.05.2024 05:00:00,"17,12","0,01","0,00","1472,45"
862,29.05.2024 07:00:00,"17,15","0,01","0,00","1472,55"
863,29.05.2024 09:00:00,"17,15","0,01","0,00","1472,55"
864,29.05.2024 11:00:00,"17,12","0,01","0,00","1472,45"
865,29.05.2024 13:00:00,"17,12","0,01","0,00","1472,45"
866,29.05.2024 15:00:00,"17,15","0,01","0,00","1472,55"
867,29.05.2024 17:00:00,"17,18","0,01","0,00","1472,65"
868,29.05.2024 19:00:00,"17,21","0,01","0,00","1472,75"
869,29.05.2024 21:00:00,"17,21","0,01","0,00","1472,75"
870,29.05.2024 23:00:00,"17,24","0,01","0,00","1472,85"
871,30.05.2024 01:00:00,"17,27","0,01","0,00","1472,95"
872,30.05.2024 03:00:00,"17,27","0,01","0,00","1472,95"
873,30.05.2024 05:00:00,"17,30","0,01","0,00","1473,05"
874,30.05.2024 07:00:00,"17,30","0,01","0,00","1473,05"
875,30.05.2024 09:00:00,"17,30","0,01","0,00","1473,05"
876,30.05.2024 11:00:00,"17,27","0,01","0,00","1472,95"
877,30.05.2024 13:00:00,"17,27","0,01","0,00","1472,95"
878,30.05.2024 15:00:00,"17,27","0,01","0,00","1472,95"
879,30.05.2024 17:00:00,"17,27","0,01","0,00","1472,95"
880,30.05.2024 19:00:00,"17,27","0,01","0,00","1472,95"
881,30.05.2024 21:00:00,"17,27","0,01","0,00","1472,95"
882,30.05.2024 23:00:00,"17,27","0,01","0,00","1472,95"
883,31.05.2024 01:00:00,"17,24","0,01","0,00","1472,85"
884,31.05.2024 03:00:00,"17,21","0,01","0,00","1472,75"
885,31.05.2024 05:00:00,"17,21","0,01","0,00","1472,75"
886,31.05.2024 07:00:00,"17,18","0,01","0,00","1472,65"
887,31.05.2024 09:00:00,"17,12","0,01","0,00","1472,45"
888,31.05.2024 11:00:00,"17,12","0,01","0,00","1472,45"
889,31.05.2024 13:00:00,"17,12","0,01","0,00","1472,45"
890,31.05.2024 15:00:00,"17,09","0,01","0,00","1472,35"
891,31.05.2024 17:00:00,"17,09","0,01","0,00","1472,35"
892,31.05.2024 19:00:00,"17,09","0,01","0,00","1472,35"
893,31.05.2024 21:00:00,"17,12","0,01","0,00","1472,45"
894,31.05.2024 23:00:00,"17,15","0,01","0,00","1472,55"
895,01.06.2024 01:00:00,"17,18","0,01","0,00","1472,65"
896,01.06.2024 03:00:00,"17,18","0,01","0,00","1472,65"
897,01.06.2024 05:00:00,"17,18","0,01","0,00","1472,65"
898,01.06.2024 07:00:00,"17,15","0,01","0,00","1472,55"
899,01.06.2024 09:00:00,"17,12","0,01","0,00","1472,45"
900,01.06.2024 11:00:00,"17,09","0,01","0,00","1472,35"
901,01.06.2024 13:00:00,"17,12","0,01","0,00","1472,45"
902,01.06.2024 15:00:00,"17,21","0,01","0,00","1472,75"
903,01.06.2024 17:00:00,"17,30","0,01","0,00","1473,05"
904,01.06.2024 19:00:00,"17,33","0,01","0,00","1473,15"
905,01.06.2024 21:00:00,"17,27","0,01","0,00","1472,95"
906,01.06.2024 23:00:00,"17,30","0,01","0,00","1473,05"
907,02.06.2024 01:00:00,"17,30","0,01","0,00","1473,05"
908,02.06.2024 03:00:00,"17,27","0,01","0,00","1472,95"
909,02.06.2024 05:00:00,"17,21","0,01","0,00","1472,75"
910,02.06.2024 07:00:00,"17,18","0,01","0,00","1472,65"
911,02.06.2024 09:00:00,"17,15","0,01","0,00","1472,55"
912,02.06.2024 11:00:00,"17,18","0,01","0,00","1472,65"
913,02.06.2024 13:00:00,"17,21","0,01","0,00","1472,75"
914,02.06.2024 15:00:00,"17,24","0,01","0,00","1472,85"
915,02.06.2024 17:00:00,"17,27","0,01","0,00","1472,95"
916,02.06.2024 19:00:00,"17,27","0,01","0,00","1472,95"
917,02.06.2024 21:00:00,"17,27","0,01","0,00","1472,95"
918,02.06.2024 23:00:00,"17,27","0,01","0,00","1472,95"
919,03.06.2024 01:00:00,"17,30","0,01","0,00","1473,05"
920,03.06.2024 03:00:00,"17,33","0,01","0,00","1473,15"
921,03.06.2024 05:00:00,"17,33","0,01","0,00","1473,15"
922,03.06.2024 07:00:00,"17,33","0,01","0,00","1473,15"
923,03.06.2024 09:00:00,"17,33","0,01","0,00","1473,15"
924,03.06.2024 11:00:00,"17,36","0,01","0,00","1473,25"
925,03.06.2024 13:00:00,"17,33","0,01","0,00","1473,15"
926,03.06.2024 15:00:00,"17,36","0,01","0,00","1473,25"
927,03.06.2024 17:00:00,"17,39","0,01","0,00","1473,35"
928,03.06.2024 19:00:00,"17,45","0,01","0,00","1473,55"
929,03.06.2024 21:00:00,"17,48","0,01","0,00","1473,65"
930,03.06.2024 23:00:00,"17,48","0,01","0,00","1473,65"
931,04.06.2024 01:00:00,"17,48","0,01","0,00","1473,65"
932,04.06.2024 03:00:00,"17,51","0,01","0,00","1473,75"
933,04.06.2024 05:00:00,"17,51","0,01","0,00","1473,75"
934,04.06.2024 07:00:00,"17,51","0,01","0,00","1473,75"
935,04.06.2024 09:00:00,"17,48","0,01","0,00","1473,65"
936,04.06.2024 11:00:00,"17,45","0,01","0,00","1473,55"
937,04.06.2024 13:00:00,"17,45","0,01","0,00","1473,55"
938,04.06.2024 15:00:00,"17,45","0,01","0,00","1473,55"
939,04.06.2024 17:00:00,"17,45","0,01","0,00","1473,55"
940,04.06.2024 19:00:00,"17,48","0,01","0,00","1473,65"
941,04.06.2024 21:00:00,"17,51","0,01","0,00","1473,75"
942,04.06.2024 23:00:00,"17,51","0,01","0,00","1473,75"
943,05.06.2024 01:00:00,"17,51","0,01","0,00","1473,75"
944,05.06.2024 03:00:00,"17,48","0,01","0,00","1473,65"
945,05.06.2024 05:00:00,"17,51","0,01","0,00","1473,75"
946,05.06.2024 07:00:00,"17,54","0,01","0,00","1473,85"
947,05.06.2024 09:00:00,"17,54","0,01","0,00","1473,85"
948,05.06.2024 11:00:00,"17,54","0,01","0,00","1473,85"
949,05.06.2024 13:00:00,"17,60","0,01","0,00","1474,05"
950,05.06.2024 15:00:00,"17,63","0,01","0,00","1474,15"
951,05.06.2024 17:00:00,"17,66","0,01","0,00","1474,25"
952,05.06.2024 19:00:00,"17,69","0,01","0,00","1474,35"
953,05.06.2024 21:00:00,"17,78","0,01","0,00","1474,64"
954,05.06.2024 23:00:00,"17,81","0,01","0,00","1474,74"
955,06.06.2024 01:00:00,"17,84","0,01","0,00","1474,84"
956,06.06.2024 03:00:00,"17,84","0,01","0,00","1474,84"
957,06.06.2024 05:00:00,"17,87","0,01","0,00","1474,94"
958,06.06.2024 07:00:00,"17,90","0,01","0,00","1475,04"
959,06.06.2024 09:00:00,"17,93","0,01","0,00","1475,13"
